raw_name,trait_name,match_type
Schinus weinmanniifolia,Schinus weinmannifolius,direct kew
Schistostemon macrophyllus,Schistostemon macrophyllum,direct kew
Schleinitzia novoguineensis,Schleinitzia novo-guineensis,direct kew
Scolopia rhamniphylla,Scolopia rhaniphylla,direct kew
Scolopia thouvenotii,Scolopia thouvenoti,direct kew
Scyphocephalium ochocoa,Scyphocephalium mannii,direct kew
Sebastiania klotzschiana,Sebastiania commersoniana,direct kew
Securidaca longepedunculata,Securidaca longipedunculata,direct kew
Securidaca volubilis,Dalbergia monetaria,direct kew
Semecarpus bunburyanus,Semecarpus bunburyana,direct kew
Semecarpus heterophyllus,Semecarpus heterophylla,direct kew
Semecarpus magnificus,Semecarpus magnifica,direct kew
Semecarpus parvifolius,Semecarpus parvifolia,direct kew
Semecarpus paucinervius,Semecarpus paucinervia,direct kew
Semecarpus trachyphyllus,Semecarpus trachyphylla,direct kew
Semecarpus velutinus,Semecarpus velutina,direct kew
Senegalia anisophylla,Acacia anisophylla,direct kew
Senegalia berlandieri,Acacia berlandieri,direct kew
Senegalia crassifolia,Acacia crassifolia,direct kew
Senegalia donaldi,Senegalia donaldii,direct kew
Senegalia gaumeri,Acacia gaumeri,direct kew
Senegalia greggii,Acacia greggii,direct kew
Senegalia hayesii,Acacia hayesii,direct kew
Senegalia hayesii,Acacia iguana,direct kew
Senegalia interior,Acacia interior,direct kew
Senegalia macilenta,Acacia macilenta,direct kew
Senegalia micrantha,Acacia parviflora,direct kew
Senegalia mirandae,Acacia mirandae,direct kew
Senegalia occidentalis,Acacia occidentalis,direct kew
Senegalia peninsularis,Acacia peninsularis,direct kew
Senegalia picachensis,Acacia picachensis,direct kew
Senegalia purpusii,Acacia purpusii,direct kew
Senegalia reniformis,Acacia reniformis,direct kew
Senegalia roemeriana,Acacia roemeriana,direct kew
Senegalia rovumae,Acacia rovumae,direct kew
Senegalia senegal,Acacia senegal,direct kew
Senegalia subangulata,Acacia subangulata,direct kew
Senegalia tamarindifolia,Acacia tamarindifolia,direct kew
Senegalia tenuifolia,Acacia tenuifolia,direct kew
Senegalia trijuga,Acacia trijuga,direct kew
Senegalia weberbaueri,Acacia weberbaueri,direct kew
Senegalia wrightii,Acacia wrightii,direct kew
Sessea brasiliensis,Cestrum toledii,direct kew
Sessea vestioides,Cestrum vestioides,direct kew
Shorea siamensis,Pentacme siamensis,direct kew
Shorea squamata,Shorea palosapis,direct kew
Sideroxylon spinosum,Argania spinosa,direct kew
Sloanea fendleriana,Sloanea pittieriana,direct kew
Sloanea hirsuta,Sloanea fasciculata,direct kew
Sloanea hirsuta,Sloanea lasiocoma,direct kew
Sloanea tieghemii,Sloanea lamii,direct kew
Sloanea tieghemii,Sloanea tieghemi,direct kew
Sloanea usurpatrix,Sloanea robusta,direct kew
Sohnreyia excelsa,Spathelia excelsa,direct kew
Solanum laurifolium,Solanum hazenii,direct kew
Solanum laurifolium,Solanum subinerme,direct kew
Solanum obliquum,Cyphomandra obliqua,direct kew
Solanum splendens,Solanum circinatum,direct kew
Solenandra mexicana,Exostema mexicanum,direct kew
Sorbus wallichii,Sorbus apicidens,direct kew
Spiniluma discolor,Sideroxylon discolor,direct kew
Spiniluma oxyacantha,Sideroxylon oxyacanthum,direct kew
Spiraeanthemum brongniartianum,Acsmithia brongniartiana,direct kew
Spiraeanthemum ellipticum,Acsmithia elliptica,direct kew
Spiraeanthemum pedunculatum,Acsmithia pedunculata,direct kew
Spiraeanthemum pubescens,Acsmithia pubescens,direct kew
Spiraeanthemum vitiense,Acsmithia vitiensis,direct kew
Spiraeopsis celebica,Caldcluvia celebica,direct kew
Stadtmannia oppositifolia,Stadmania oppositifolia,direct kew
Staphylea japonica,Euscaphis japonica,direct kew
Stelechocarpus expansus,Winitia expansa,direct kew
Stenocereus dumortieri,Isolatocereus dumortieri,direct kew
Stenostomum maestrense,Stenostomum maestrensis,direct kew
Sterculia cheekii,Sterculia cheekei,direct kew
Sterculia translucens,Sterculia rubiginosa,direct kew
Stillingia loranthacea,Stillingia saxatilis,direct kew
Streblus pendulinus,Streblus pendulina,direct kew
Streblus usambarensis,Sloetiopsis usambarensis,direct kew
Strombosia glaucescens,Strombosia pustulata,direct kew
Swartzia alatosericea,Swartzia alato-sericea,direct kew
Swartzia aureosericea,Swartzia macrosema,direct kew
Swartzia brachyrhachis,Swartzia brachyrachis,direct kew
Swartzia costaricensis,Swartzia guatemalensis,direct kew
Syagrus weddelliana,Lytocaryum weddellianum,direct kew
Symplocos glaberrima,Symplocos glabarrima,direct kew
Symplocos guadeloupensis,Symplocos guadelupensis,direct kew
Symplocos hispidula,Symplocos pulchra,direct kew
Syndiclis kwangsiensis,Beilschmiedia kwangsiensis,direct kew
Systemonodaphne geminiflora,Phyllostemonodaphne geminiflora,direct kew
Syzygium borbonicum,Calyptranthes paniculata,direct kew
Syzygium sharoniae,Syzygium sharonae,direct kew
Tabebuia domingensis,Tabebuia dominguensis,direct kew
Tabernaemontana albiflora,Tabernaemontana catharinensis,direct kew
Tabernaemontana alfaroi,Tabernaemontana alfari,direct kew
Tachigali aurea,Sclerolobium aureum,direct kew
Tachigali pilgeriana,Sclerolobium striatum,direct kew
Tachigali poeppigiana,Tachigali polyphylla,direct kew
Tapura juliani,Tapura juliana,direct kew
Tara cacalaco,Caesalpinia cacalaco,direct kew
Tara spinosa,Caesalpinia spinosa,direct kew
Tarchonanthus minor,Tarchonanthus camphoratus,direct kew
Tarchonanthus obovatus,Tarchonanthus camphoratus,direct kew
Teclea engleriana,Vepris trichocarpa,direct kew
Terminalia aubletii,Buchenavia guianensis,direct kew
Terminalia bentzoe,Terminalia benzoe,direct kew
Terminalia buceras,Bucida buceras,direct kew
Terminalia calamansanai,Terminalia calamansanay,direct kew
Terminalia carpentariae,Terminalia hadleyana,direct kew
Terminalia congesta,Buchenavia congesta,direct kew
Terminalia copelandii,Terminalia copelandi,direct kew
Terminalia costaricensis,Buchenavia costaricensis,direct kew
Terminalia duckei,Buchenavia sericocarpa,direct kew
Terminalia elliptica,Terminalia alata,direct kew
Terminalia elliptica,Terminalia crenulata,direct kew
Terminalia fanshawei,Buchenavia fanshawei,direct kew
Terminalia hoehneana,Buchenavia hoehneana,direct kew
Terminalia kaernbachii,Terminalia kaernbacchii,direct kew
Terminalia kleinii,Buchenavia kleinii,direct kew
Terminalia macrostachya,Bucida macrostachya,direct kew
Terminalia megalophylla,Buchenavia megalophylla,direct kew
Terminalia molinetii,Bucida molinetii,direct kew
Terminalia monoceros,Terminalia seyrigii,direct kew
Terminalia nitidissima,Buchenavia nitidissima,direct kew
Terminalia ochroprumna,Buchenavia ochroprumna,direct kew
Terminalia oxycarpa,Buchenavia oxycarpa,direct kew
Terminalia pallidovirens,Buchenavia pallidovirens,direct kew
Terminalia pauciflora,Terminalia seyrigii,direct kew
Terminalia pulcherrima,Buchenavia pulcherrima,direct kew
Terminalia pulcherrima,Buchenavia reticulata,direct kew
Terminalia tetraphylla,Buchenavia tetraphylla,direct kew
Terminalia viridiflora,Buchenavia viridiflora,direct kew
Ternstroemia oocarpa,Ternstroemia tepezapote,direct kew
Thailentadopsis tenuis,Pithecellobium tenue,direct kew
Thespesia garckeana,Azanza garckeana,direct kew
Thouinia trifoliata,Thyana trifoliata,direct kew
Toulicia radlkoferi,Toulicia eriocarpa,direct kew
Tovomita hopkinsii,Dystovomita brasiliensis,direct kew
Trema lamarckianum,Trema lamarckiana,direct kew
Trema micranthum,Cordia alba,direct kew
Trema micranthum,Trema micrantha,direct kew
Trema orientale,Trema orientalis,direct kew
Trichocereus chiloensis,Echinopsis chiloensis,direct kew
Trichocereus macrogonus,Echinopsis macrogona,direct kew
Trichoscypha abut,Trichoscypha oddonii,direct kew
Tridesmostemon congoensis,Tridesmostemon congoense,direct kew
Trigonostemon longifolius,Trigonostemon elmeri,direct kew
Trigonostemon longifolius,Trigonostemon howii,direct kew
Trigonostemon longifolius,Trigonostemon ionthocarpus,direct kew
Trigonostemon longifolius,Trigonostemon longipedunculatus,direct kew
Trigonostemon longifolius,Trigonostemon matangensis,direct kew
Turraea humbertii,Turraea humberti,direct kew
Upuna borneensis,Upuna boreensis,direct kew
Urophyllum oresitrophum,Praravinia oresitropha,direct kew
Utania volubilis,Fagraea volubilis,direct kew
Uvaria siamensis,Melodorum fruticosum,direct kew
Uvariopsis tripetala,Dennettia tripetala,direct kew
Vaccinium dubiosum,Vaccinium duhiosum,direct kew
Vachellia acuifera,Acacia acuifera,direct kew
Vachellia barahonensis,Acacia barahonensis,direct kew
Vachellia bidwillii,Vachellia bidwellii,direct kew
Vachellia bilimekii,Acacia bilimekii,direct kew
Vachellia bucheri,Acacia bucheri,direct kew
Vachellia californica,Acacia californica,direct kew
Vachellia campeachiana,Vachellia campechiana,direct kew
Vachellia chiapensis,Acacia chiapensis,direct kew
Vachellia choriophylla,Acacia choriophylla,direct kew
Vachellia constricta,Acacia constricta,direct kew
Vachellia cucuyo,Acacia cucuyo,direct kew
Vachellia curvifructa,Acacia curvifructa,direct kew
Vachellia daemon,Acacia daemon,direct kew
Vachellia gentlei,Acacia gentlei,direct kew
Vachellia glandulifera,Acacia glandulifera,direct kew
Vachellia globulifera,Acacia globulifera,direct kew
Vachellia hindsii,Acacia hindsii,direct kew
Vachellia janzenii,Acacia janzenii,direct kew
Vachellia mayana,Acacia mayana,direct kew
Vachellia melanoceras,Acacia melanoceras,direct kew
Vachellia oviedoensis,Acacia oviedoensis,direct kew
Vachellia pennatula,Acacia pennatula,direct kew
Vachellia pringlei,Acacia pringlei,direct kew
Vachellia rigidula,Acacia amentacea,direct kew
Vachellia roigii,Acacia roigii,direct kew
Vachellia rorudiana,Acacia rorudiana,direct kew
Vachellia schaffneri,Acacia schaffneri,direct kew
Vachellia sphaerocephala,Acacia sphaerocephala,direct kew
Vachellia zapatensis,Acacia zapatensis,direct kew
Vadensea tenuifolia,Desmostachys tenuifolius,direct kew
Vadensea vogelii,Desmostachys vogelii,direct kew
Varronia anisodonta,Cordia anisodonta,direct kew
Varronia bahamensis,Cordia bahamensis,direct kew
Varronia baracoensis,Cordia baracoensis,direct kew
Varronia calcicola,Cordia calcicola,direct kew
Varronia claviceps,Cordia claviceps,direct kew
Varronia haitiensis,Cordia haitiensis,direct kew
Varronia jamaicensis,Cordia jamaicensis,direct kew
Varronia jeremiensis,Cordia jeremiensis,direct kew
Varronia oligodonta,Cordia oligodonta,direct kew
Varronia revoluta,Cordia revoluta,direct kew
Varronia selleana,Cordia selleana,direct kew
Varronia spinescens,Cordia spinescens,direct kew
Vasconcellea candicans,Carica candicans,direct kew
Vasconcellea monoica,Carica monoica,direct kew
Vasconcellea palandensis,Carica palandensis,direct kew
Vasconcellea pulchra,Carica pulchra,direct kew
Vasconcellea sphaerocarpa,Carica sphaerocarpa,direct kew
Vasconcellea sprucei,Carica sprucei,direct kew
Vasconcellea stipulata,Carica stipulata,direct kew
Vatica harmandiana,Vatica cinerea,direct kew
Vatica rassak,Vatica papuana,direct kew
Vatica teysmanniana,Vatica teysmarniana,direct kew
Vepris lanceolata,Vepris undulata,direct kew
Vepris soyauxii,Araliopsis soyauxii,direct kew
Vepris soyauxii,Araliopsis tabouensis,direct kew
Vernonia arborea,Strobocalyx arborea,direct kew
Viburnum carolinianum,Viburnum dentatum,direct kew
Viburnum coriaceum,Viburnum hebanthum,direct kew
Viburnum seemenii,Viburnum seemanii,direct kew
Vincentella ovatostipulata,Synsepalum ovatostipulatum,direct kew
Virola marleneae,Virola marlenei,direct kew
Vismia cavalcantei,Vismia cavalcantii,direct kew
Vitex agnus,Vitex agnus-castus,direct kew
Vitex columbiensis,Vitex colombiensis,direct kew
Vitex mexiae,Vitex sellowiana,direct kew
Vitex spongiocarpa,Vitex sprucei,direct kew
Vitex zenkeri,Vitex lehmbachii,direct kew
Wallenia laurifolia,Petesiodes clusiifolium,direct kew
Warneckea bequaertii,Lijndenia bequaertii,direct kew
Warneckea jasminoides,Lijndenia jasminoides,direct kew
Weberbauerocereus albus,Weberbauerocereus longicomus,direct kew
Weberbauerocereus winterianus,Weberbauerocereus johnsonii,direct kew
Weinmannia blumei,Weinmannia fraxinea,direct kew
Weinmannia heterophylla,Weinmannia auriculifera,direct kew
Weinmannia heterophylla,Weinmannia cordata,direct kew
Weinmannia tinctoria,Weinmannia macrostachya,direct kew
Wilkiea macrophylla,Kibara macrophylla,direct kew
Wunderlichia crulsiana,Wunderlichia cruelsiana,direct kew
Xanthophyllum maingayi,Xanthophyllum eurhynchum,direct kew
Xylopia lamarckii,Pseudannona grandiflora,direct kew
Xylopia letestui,Xylopia le-testui,direct kew
Xylosma kaalaensis,Xylosma kaalensis,direct kew
Xylosma pseudosalzmannii,Xylosma pseudosalzmanii,direct kew
Zanthoxylum cubense,Zanthoxylum rhodoxylum,direct kew
Zanthoxylum dimorphophyllum,Fagara dimorphophylla,direct kew
Zanthoxylum nashii,Zanthoxylum nannophyllum,direct kew
Acer sino,Acer pictum,fuzzy kew
Athenaea wettesteiniana,Aureliana wettsteiniana,fuzzy kew
Bathysa mendoncaei,Bathysa mendoncae,fuzzy kew
Celtis orthacanthos,Celtis orthocanthos,fuzzy kew
Citharexylum mocinnoi,Citharexylum mocinoi,fuzzy kew
Clausena anisum,Clausena lansium,fuzzy kew
Crataegus jonesiae,Crataegus jonesae,fuzzy kew
Croton sarocarpus,Croton caryocarpus,fuzzy kew
Croton sarocarpus,Croton joufra,fuzzy kew
Croton sarocarpus,Croton macrocarpus,fuzzy kew
Cryptocarya nova,Cryptocarya nana,fuzzy kew
Dalbergia acarantha,Dalbergia acariiantha,fuzzy kew
Dicoryphe buddleoides,Dicoryphe buddlejoides,fuzzy kew
Diospyros apeibacarpos,Diospyros apeibocarpos,fuzzy kew
Diospyros apeibacarpos,Diospyros hilairei,fuzzy kew
Diospyros apeibacarpos,Diospyros weddellii,fuzzy kew
Diospyros cordato,Diospyros cordata,fuzzy kew
Diospyros martinii,Diospyros martini,fuzzy kew
Diospyros sanza,Diospyros nana,fuzzy kew
Eugenia marchiana,Calycorectes martianus,fuzzy kew
Eugenia marchiana,Eugenia earthiana,fuzzy kew
Eugenia marchiana,Eugenia marshiana,fuzzy kew
Eugenia tabouensis,Syzygium aborense,fuzzy kew
Eugenia teresa,Eugenia aerosa,fuzzy kew
Eugenia teresa,Eugenia cereja,fuzzy kew
Eugenia teresa,Eugenia teresae,fuzzy kew
Ficus novae,Ficus cumingii,fuzzy kew
Ficus novae,Ficus grossularioides,fuzzy kew
Ficus novae,Ficus nota,fuzzy kew
Ficus novae,Ficus vasta,fuzzy kew
Ficus tsjahela,Ficus amplissima,fuzzy kew
Ficus tsjahela,Ficus tsjakela,fuzzy kew
Ficus vallis,Ficus crassinervia,fuzzy kew
Ficus vallis,Ficus mollis,fuzzy kew
Freziera monzonensis,Freziera monsonensis,fuzzy kew
Grewia mahafaliensis,Grewia sahafariensis,fuzzy kew
Guettarda prenleloupii,Guettarda preneloupii,fuzzy kew
Machaerium quinatum,Machaerium lunatum,fuzzy kew
Machaerium quinatum,Machaerium quinata,fuzzy kew
Memecylon arnhemensis,Memecylon arnhemense,fuzzy kew
Mezoneuron kavaiense,Caesalpinia kauaiensis,fuzzy kew
Miconia doniana,Miconia albicans,fuzzy kew
Miconia doniana,Miconia donaeana,fuzzy kew
Miconia mouraei,Miconia altissima,fuzzy kew
Miconia mouraei,Miconia cabucu,fuzzy kew
Miconia mouraei,Miconia formosa,fuzzy kew
Miconia mouraei,Miconia gigantea,fuzzy kew
Miconia mouraei,Miconia ovalifolia,fuzzy kew
Miconia mouraei,Acinodendron mouraei,fuzzy kew
Millettia lane,Millettia wrightiana,fuzzy kew
Millettia lane,Millettia xylocarpia,fuzzy kew
Monteverdia gonoclada,Maytenus gonoclada,fuzzy kew
Myrciaria vismiifolia,Myrciaria vismeifolia,fuzzy kew
Nephelium ramboutan,Nephelium chryseum,fuzzy kew
Nephelium ramboutan,Nephelium lappaceum,fuzzy kew
Ocotea jorge,Ocotea morae,fuzzy kew
Pandanus decus,Pandanus odorifer,fuzzy kew
Pandanus decus,Pandanus rectus,fuzzy kew
Pandanus decus,Pandanus tectorius,fuzzy kew
Pandanus longecuspidatus,Pandanus longicuspidatus,fuzzy kew
Phyllanthus collinsae,Phyllanthus collinsiae,fuzzy kew
Phyllanthus ferdinandii,Glochidion ferdinandii,fuzzy kew
Phyllanthus montis,Glochidion molle,fuzzy kew
Phyllanthus puberus,Glochidion puberum,fuzzy kew
Phyllanthus puberus,Phyllanthus reticulatus,fuzzy kew
Polyalthia lauii,Xylopia laevigata,fuzzy kew
Polyalthia lauii,Fenerivia chapelieri,fuzzy kew
Polyalthia lauii,Monoon laui,fuzzy kew
Polyscias nossibensis,Polyscias nossibiensis,fuzzy kew
Premna hans,Trema angustifolia,fuzzy kew
Psychotria alto,Psychotria alba,fuzzy kew
Pycnandra viridiflora,Pycnandra viridifolia,fuzzy kew
Schefflera longepetiolata,Schefflera longipetiolata,fuzzy kew
Schizocalyx bracteosus,Schizocalyx bracteosa,fuzzy kew
Solanum sanctae,Solanum incanum,fuzzy kew
Solanum sanctae,Solanum torvum,fuzzy kew
Sterculia lisae,Sterculia rhynchocarpa,fuzzy kew
Synsepalum glycydorum,Synsepalum dulcificum,fuzzy kew
Tabernaemontana mocquerysii,Tabernaemontana mocquerysi,fuzzy kew
Trema nitida,Premna serratifolia,fuzzy kew
Trema nitida,Knema latifolia,fuzzy kew
Vachellia brandegeana,Acacia brandegeana,fuzzy kew
Vitex carvalhi,Vitex mossambicensis,fuzzy kew
Waltheria cinerascens,Waltheria cinerescens,fuzzy kew
Ziziphus spina,Ziziphus jujuba,fuzzy kew
Camellia hengchunensis,Camellia brevistyla,tpl kew
Elaeodendron aquifolium,Cassine aquifolium,tpl kew
Mediusella arenaria,Leptolaena arenaria,tpl kew
Schizolaena noronhae,Dicoryphe noronhae,tpl kew
Beilschmiedia obscura,Beilschmiedia gaboonensis,fuzzy tpl syn kew
Acacia cretacea,Acacia creatacea,fuzzy kew
Acoelorraphe wrightii,Acoelorrhaphe wrightii,fuzzy kew
Adenanthera novoguineensis,Adenanthera novo-guineensis,fuzzy kew
Alectryon connatus,Alectryon connatum,fuzzy kew
Alectryon ferrugineus,Alectryon ferrugineum,fuzzy kew
Alectryon semicinereus,Alectryon semicinereum,fuzzy kew
Alectryon subcinereus,Alectryon subcinereum,fuzzy kew
Alectryon subdentatus,Alectryon subdentatum,fuzzy kew
Alectryon tomentosus,Alectryon tomentosum,fuzzy kew
Allophylus letestui,Allophylus le-testui,fuzzy kew
Aniba canelilla,Aniba canellila,fuzzy kew
Annickia letestui,Annickia le-testui,fuzzy kew
Annona cornifolia,Annona cordifolia,fuzzy kew
Anonidium letestui,Anonidium le-testui,fuzzy kew
Anthocarapa nitidula,Anthocarpa nitidula,fuzzy kew
Aporrhiza letestui,Aporrhiza le-testui,fuzzy kew
Archidendron bauchei,Archidendron baucheri,fuzzy kew
Archidendron kinabaluense,Archidendron kinubaluense,fuzzy kew
Arytera litoralis,Arytera littoralis,fuzzy kew
Athyana weinmanniifolia,Athyana weinmannifolia,fuzzy kew
Aubrevillea platicarpa,Aubrevillea platycarpa,fuzzy kew
Balmea stormiae,Balmea stormae,fuzzy kew
Beilschmiedia novoguineensis,Beilschmiedia novo-guineensis,fuzzy kew
Beilschmiedia obovalifoliosa,Beilschmiedia obovatifoliosa,fuzzy kew
Bikinia letestui,Bikinia le-testui,fuzzy kew
Bulnesia retama,Bulnesia retamo,fuzzy kew
Calliandra hymenaeoides,Calliandra hymenaeodes,fuzzy kew
Calliandra purdiei,Calliandra purdiaei,fuzzy kew
Calliandra tweediei,Calliandra tweedii,fuzzy kew
Calpocalyx ngouniensis,Calpocalyx ngounyensis,fuzzy kew
Calyptranthes estremerae,Calyptranthes estremenae,fuzzy kew
Canarium salomonense,Canarium solomonense,fuzzy kew
Canarium schweinfurthii,Canarium schweinfurtii,fuzzy kew
Capparis grandidieri,Capparis grandidiera,fuzzy kew
Cassipourea congoensis,Cassipourea congensis,fuzzy kew
Castanospora alphandii,Castanospora alphandi,fuzzy kew
Cenostigma microphyllum,Cenostigma macrophyllum,fuzzy kew
Cestrum schlechtendalii,Cestrum schlechtendahlii,fuzzy kew
Cladrastis shikokiana,Cladrastis sikokiana,fuzzy kew
Cola letestui,Cola le-testui,fuzzy kew
Cola mayimbensis,Cola mayumbensis,fuzzy kew
Commiphora laxecymigera,Commiphora laxicymigera,fuzzy kew
Copaifera guianensis,Copaifera guyanensis,fuzzy kew
Cordia leucosebestena,Cordia leucosebestera,fuzzy kew
Cordia oliveri,Cordia oliverii,fuzzy kew
Croton catatii,Croton catati,fuzzy kew
Cryptocarya bellendenkerana,Cryptocarya bellendenkeriana,fuzzy kew
Cryptocarya longepetiolata,Cryptocarya longipetiolata,fuzzy kew
Cryptocarya velloziana,Cryptocarya vellozoana,fuzzy kew
Cynometra novoguineensis,Cynometra novo-guineensis,fuzzy kew
Dalbergiella nyasae,Dalbergiella nyassae,fuzzy kew
Dendrocnide moroides,Dendrocnide moroidea,fuzzy kew
Derris alborubra,Derris albo-rubra,fuzzy kew
Diospyros coaetanea,Diospyros coaetanca,fuzzy kew
Diploglottis bernieana,Diploglottis berniana,fuzzy kew
Dombeya longebracteolata,Dombeya longibracteolata,fuzzy kew
Dombeya micrantha,Dombeya macrantha,fuzzy kew
Elaeocarpus aristatus,Elaeocarpus cristatus,fuzzy kew
Elaeocarpus baudouinii,Elaeocarpus baudouini,fuzzy kew
Elaeocarpus ceylanicus,Elaeocarpus zeylanicus,fuzzy kew
Emmenosperma alphitonioides,Emmenosperma alphitonoides,fuzzy kew
Empogona talbotii,Empogona talboltii,fuzzy kew
Endlicheria colombiana,Endlicheria columbiana,fuzzy kew
Endlicheria rubriflora,Endlicheria rubiflora,fuzzy kew
Englerophytum longepedicellatum,Englerophytum longipedicellatum,fuzzy kew
Eremophila bignoniiflora,Eremophila bignoniflora,fuzzy kew
Erythrina schimpffii,Erythrina schimpfii,fuzzy kew
Escallonia myrtoides,Escallonia myrtoidea,fuzzy kew
Esenbeckia stephani,Esenbeckia stephanii,fuzzy kew
Eucalyptus blaxlandii,Eucalyptus blaxlandi,fuzzy kew
Eugenia greggii,Eugenia gregii,fuzzy kew
Eugenia lokohensis,Eugenia lokobensis,fuzzy kew
Eugenia riosiae,Eugenia riosae,fuzzy kew
Eugenia ruschiana,Eugenia urschiana,fuzzy kew
Eurya groffii,Eurya groffi,fuzzy kew
Eurya lanciformis,Eurya lanceiformis,fuzzy kew
Faucherea longepedicellata,Faucherea longipedicellata,fuzzy kew
Ficus ampelos,Ficus ampelas,fuzzy kew
Ficus longecuspidata,Ficus longicuspidata,fuzzy kew
Ficus macrosyce,Ficus microsyce,fuzzy kew
Ficus solomonensis,Ficus salomonensis,fuzzy kew
Firmiana kerrii,Firmiana kerri,fuzzy kew
Firmiana minahassae,Firmiana minabassae,fuzzy kew
Foetidia asymetrica,Foetidia asymmetrica,fuzzy kew
Fraxinus pallisiae,Fraxinus pallisae,fuzzy kew
Furcraea macdougallii,Furcraea macdougalii,fuzzy kew
Garcinia lujae,Garcinia lujai,fuzzy kew
Geissanthus serrulatus,Geissanthus serulatus,fuzzy kew
Gilbertiodendron breynei,Gilbertiodendron breynii,fuzzy kew
Gilbertiodendron ngouniense,Gilbertiodendron ngounyense,fuzzy kew
Gleditsia caspica,Gleditsia caspia,fuzzy kew
Grewia ambongoensis,Grewia ambongensis,fuzzy kew
Grewia glyphaeoides,Grewia glyphaeoidcs,fuzzy kew
Guapira hassleriana,Guapira hasslerana,fuzzy kew
Guatteria alba,Guatteria alta,fuzzy kew
Guibourtia hymenaeifolia,Guibourtia hymenaefolia,fuzzy kew
Hakea chordophylla,Hakea chordophyila,fuzzy kew
Homalium letestui,Homalium le-testui,fuzzy kew
Homalium viridiflorum,Homalium viridflorum,fuzzy kew
Hydriastele macrospadix,Hydriastele microspadix,fuzzy kew
Ilex longecaudata,Ilex longicaudata,fuzzy kew
Ilex microsticta,Ilex microstricta,fuzzy kew
Illicium macranthum,Illicium micranthum,fuzzy kew
Inga feuillei,Inga feuilleei,fuzzy kew
Jatropha stephani,Jatropha stephanii,fuzzy kew
Juglans ailantifolia,Juglans ailanthifolia,fuzzy kew
Knema longepilosa,Knema longipilosa,fuzzy kew
Licania hebantha,Licania habantha,fuzzy kew
Licaria caudata,Licania caudata,fuzzy kew
Licaria parvifolia,Licania parvifolia,fuzzy kew
Lindera meissneri,Lindera meisneri,fuzzy kew
Lorostemon colombianus,Lorostemon colombianum,fuzzy kew
Machaerium microphyllum,Machaerium macrophyllum,fuzzy kew
Manihot carthagenensis,Manihot carthaginensis,fuzzy kew
Melanochyla fulvinervis,Melanochyla fulvinervia,fuzzy kew
Miconia crassinervis,Miconia crassinervia,fuzzy kew
Miconia macrantha,Miconia micrantha,fuzzy kew
Miconia puracensis,Miconia puracencis,fuzzy kew
Millettia xylocarpa,Millettia xylocarpia,fuzzy kew
Myrcia dolichopetala,Myrcia dolicopetala,fuzzy kew
Nectandra caudatoacuminata,Nectandra caudato-acuminata,fuzzy kew
Nephelium maingayi,Nephelium mangayi,fuzzy kew
Ocotea brachybotrya,Ocotea brachybotra,fuzzy kew
Ouratea pycnostachys,Ouratea pychnostachys,fuzzy kew
Ozoroa kassneri,Ozoroa kaessneri,fuzzy kew
Ozoroa longepetiolata,Ozoroa longipetiolata,fuzzy kew
Palicourea micrantha,Palicourea macrantha,fuzzy kew
Pandanus macrocarpus,Pandanus microcarpus,fuzzy kew
Pandanus prostratus,Pandanus rostratus,fuzzy kew
Paropsia vareciformis,Paropsia varecifomis,fuzzy kew
Peltophorum dasyrhachis,Peltophorum dasyrrhachis,fuzzy kew
Phenax grossecrenatus,Phenax grossecrenatum,fuzzy kew
Phyllanthus aridus,Phyllanthus acidus,fuzzy kew
Phyllanthus borenensis,Phyllanthus borneensis,fuzzy kew
Phyllanthus eliae,Phyllanthus elsiae,fuzzy kew
Phyllanthus mocinoanus,Phyllanthus mocinianus,fuzzy kew
Phyllanthus ovatifolius,Phyllanthus ovalifolius,fuzzy kew
Phyllanthus puber,Phyllanthus ruber,fuzzy kew
Phyllanthus valerii,Phyllanthus valerioi,fuzzy kew
Piranhea longepedunculata,Piranhea longipedunculata,fuzzy kew
Pithecellobium hymenaeifolium,Pithecellobium hymenaeafolium,fuzzy kew
Pittosporum phillyreoides,Pittosporum phillyraeoides,fuzzy kew
Polyosma ilicifolia,Polyosma illicifolia,fuzzy kew
Polyosma rhytiphloia,Polyosma rhytophloia,fuzzy kew
Prestoea longepetiolata,Prestoea longipetiolata,fuzzy kew
Prioria balsamifera,Prioria balsaminfera,fuzzy kew
Prunus matudae,Prunus matudai,fuzzy kew
Psidium cattleyanum,Psidium cattleianum,fuzzy kew
Pyrus elaeagrifolia,Pyrus elaeagnifolia,fuzzy kew
Quercus mcvaughii,Quercus macvaughii,fuzzy kew
Quercus urbani,Quercus urbanii,fuzzy kew
Rhododendron lochiae,Rhododendron lochae,fuzzy kew
Rhododendron lowii,Rhododendron lowei,fuzzy kew
Rinorea gabunensis,Rinorea gabonensis,fuzzy kew
Ryticaryum longifolium,Rhyticaryum longifolium,fuzzy kew
Ryticaryum macrocarpum,Rhyticaryum macrocarpum,fuzzy kew
Ryticaryum novoguineense,Rhyticaryum novoguineense,fuzzy kew
Ryticaryum oleraceum,Rhyticaryum oleraceum,fuzzy kew
Ryticaryum oxycarpum,Rhyticaryum oxycarpum,fuzzy kew
Schistostemon macrophyllus,Schistostemon macrophyllum,fuzzy kew
Schleinitzia novoguineensis,Schleinitzia novo-guineensis,fuzzy kew
